	EA		FAM		IMM		CONC		FQ		LE											SONORITÃ€	MODO					LUOGO						VOCALE	
SCIROPPO	2,48	1,00	6,14	1,19	5,52	1,64	4,57	2,42	3	16	0	0	0	8	0	10,55	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	559
SCORPIONE	4,41	1,44	6,00	1,36	5,34	1,83	5,70	1,68	3	17	13	7	6	0	0	10,84	3	9	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	619
SCRUPOLO	5,75	1,30	5,05	1,71	2,77	1,78	4,14	2,70	6	10	0	0	0	1	0	10,20	3	8	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	516
SCUDO	3,36	1,20	5,77	1,44	5,20	1,34	5,86	1,61	22	31	31	20	11	0	1	10,44	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	600
SCUOLA	2,20	0,63	6,89	0,54	6,14	1,11	6,32	1,14	150	684	1823	428	1395	149	0	10,83	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	597
SECCHIO	2,84	0,78	6,50	0,88	6,36	1,12	6,75	0,81	19	5	30	19	11	0	1	10,89	2	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	540
SEDE	5,18	1,28	5,61	1,57	3,16	1,64	4,80	2,12	85	349	19	16	3	42	3	11,27	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	506
SEDIA	1,91	0,68	6,82	0,50	6,32	1,07	6,59	1,00	65	83	119	44	75	6	1	11,26	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	555
SEME	3,11	0,81	6,20	1,11	5,02	1,65	6,50	1,25	26	36	70	50	20	2	1	11,19	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	544
SENO	3,68	1,43	6,73	0,73	6,36	1,12	6,77	0,52	87	107	0	0	0	0	2	11,60	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	534
SENTIERO	3,73	1,02	6,20	1,13	5,48	1,39	5,86	1,49	39	40	62	25	37	0	0	11,27	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	557
SERA	2,30	0,76	6,89	0,32	5,48	1,61	5,43	1,96	924	1217	808	218	590	180	4	11,68	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	544
SERGENTE	5,14	1,41	5,36	1,66	4,30	1,98	5,20	1,46	31	31	12	12	0	0	0	10,92	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	580
SERPENTE	2,52	0,90	6,59	0,73	6,27	1,02	5,86	1,47	35	27	89	65	24	0	0	10,99	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	548
SETA	4,02	1,23	6,11	1,15	5,02	1,84	6,45	0,95	79	113	27	20	7	22	3	11,38	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	530
SIGARO	4,14	1,21	6,20	1,36	6,09	1,36	6,77	0,48	14	17	0	0	0	3	0	10,88	3	6	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	565
SILENZIO	2,43	0,93	6,59	1,17	4,14	2,27	4,89	2,42	337	364	112	89	23	32	0	10,97	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	545
SILLABA	3,77	0,94	4,89	1,78	3,52	2,13	5,32	2,03	4	6	9	6	3	0	0	10,88	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	556
SIMBOLO	4,89	0,99	5,57	1,47	3,25	1,73	3,16	1,92	38	194	43	35	8	11	0	10,50	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	563
SINTOMO	5,64	1,06	4,86	1,77	2,91	1,93	4,95	2,25	7	30	11	10	1	1	0	11,22	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	555
SOFFITTO	3,02	0,82	6,43	0,82	5,70	1,41	6,52	0,90	31	51	26	14	12	4	0	10,47	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	543
SOGLIOLA	3,93	1,48	5,55	1,68	5,80	1,62	6,70	0,88	2	5	0	0	0	0	0	10,97	3	8	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	612
SONNO	1,91	0,88	6,70	0,73	5,00	2,00	4,68	2,05	245	177	114	74	40	13	4	11,28	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	536
SORELLA	1,77	0,68	6,98	0,15	5,55	1,55	4,57	1,84	323	241	825	84	741	37	0	11,43	3	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	536
SORSO	3,41	1,47	5,77	1,31	3,89	1,87	5,68	1,95	11	10	7	6	1	0	4	11,07	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	554
SPADA	2,50	0,85	6,41	1,13	5,75	1,56	6,43	1,09	45	51	52	32	20	3	0	10,80	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	591
SPECCHIO	2,52	0,76	6,68	0,74	6,30	0,95	6,25	1,20	84	114	92	66	26	4	1	10,75	2	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	606
SPIAGGIA	2,18	0,95	6,82	0,45	6,50	0,76	6,39	1,08	54	162	112	45	67	10	0	10,63	2	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	593
SPIEDO	4,77	1,26	5,23	1,60	5,02	1,70	5,59	1,54	4	2	0	0	0	0	0	10,70	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	629
SPIGOLO	3,41	1,11	5,89	1,35	5,00	1,86	4,77	1,99	8	2	0	0	0	0	1	10,49	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	642
SPUGNA	2,77	0,74	6,32	0,98	5,93	1,42	6,70	0,63	17	35	18	12	6	0	0	10,22	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	609
SQUALO	3,27	0,92	6,52	1,02	6,20	1,30	6,91	0,36	2	7	28	8	20	0	0	10,42	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	596
STAFFA	5,50	1,23	4,34	1,89	3,93	1,91	6,36	1,28	1	5	0	0	0	0	1	10,52	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	599
STAGIONE	3,20	0,93	6,66	0,83	4,27	2,00	3,20	1,80	173	509	202	63	139	9	0	11,15	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	577
STALLA	2,80	0,93	6,25	1,16	5,75	1,30	6,20	1,15	36	9	54	21	33	0	2	11,49	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	580
STANZA	2,50	0,79	6,82	0,45	5,77	1,44	6,34	1,24	271	363	280	119	161	1	0	11,03	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	573
STATUA	3,16	0,81	6,55	0,82	5,95	1,12	6,64	0,72	45	52	58	25	33	7	0	11,13	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	583
STILE	5,16	1,36	5,75	1,42	2,82	1,82	3,80	2,25	45	322	20	11	9	10	1	11,40	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	627
STOMACO	3,43	1,02	6,41	0,97	4,89	1,86	6,50	0,85	80	74	37	31	6	3	0	11,17	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	595
STRADA	2,39	0,99	6,89	0,44	6,55	0,76	6,41	0,97	595	979	794	311	483	72	0	11,10	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	595
STRAGE	5,07	1,17	6,16	1,26	4,57	1,89	3,52	1,95	46	113	13	11	2	9	0	10,93	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	618
STRATO	5,14	1,19	5,41	1,56	3,57	1,63	3,77	1,84	19	48	53	47	6	3	1	11,40	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	613
SUGO	2,43	0,87	6,57	0,95	5,84	1,48	6,43	1,02	9	18	13	4	9	0	0	10,34	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	554
SUOLO	4,61	1,38	5,95	1,28	4,73	1,80	5,09	1,60	57	106	63	31	32	2	1	10,92	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	552
SUORA	2,73	0,73	6,45	1,09	5,73	1,56	6,20	1,15	23	23	20	6	14	2	1	11,15	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	543
TALENTO	5,39	1,20	5,52	1,77	2,80	1,73	2,18	1,48	17	98	11	9	2	0	0	11,33	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	533
TALPA	3,30	0,98	5,95	1,26	5,23	1,99	6,80	0,67	9	7	17	6	11	0	0	10,59	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	511
TAMBURO	3,95	4,74	6,16	1,12	5,91	1,29	6,70	0,76	9	15	25	17	8	0	0	10,32	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	513
TANA	3,45	1,07	5,61	1,54	5,30	1,50	6,07	1,44	10	21	78	47	31	0	4	11,40	2	4	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	530
TAPPETO	2,91	0,77	6,50	0,88	6,09	1,29	6,75	0,49	28	68	71	33	38	40	1	10,72	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	531
TARGA	3,84	1,01	6,55	0,76	5,77	1,65	6,73	0,66	16	32	25	22	3	0	1	10,61	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	523
TARIFFA	5,80	1,30	5,14	1,65	3,07	1,87	2,93	1,74	2	8	0	0	0	2	0	10,52	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	521
TARTARUGA	2,57	0,90	6,45	0,95	6,45	1,02	6,48	1,00	14	21	57	31	26	3	0	10,44	4	9	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	542
TASSELLO	5,86	1,25	4,16	1,64	3,45	1,69	6,02	1,55	2	10	0	0	0	1	0	10,98	3	8	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	549
TATTO	4,00	1,22	5,95	1,43	3,43	1,91	4,95	1,89	18	12	0	0	0	1	8	11,32	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	543
TAVERNA	5,14	1,19	5,20	1,46	5,48	1,52	4,41	2,31	10	10	0	0	0	0	1	10,95	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	534
TAVOLO	1,98	0,79	6,82	0,76	6,16	1,12	6,61	0,92	155	271	129	54	75	34	2	10,92	3	6	s	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	511
TELA	4,20	1,27	6,00	1,20	4,86	1,73	5,80	1,44	57	64	50	34	16	1	6	11,42	2	4	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	535
TENEBRA	5,07	1,26	5,27	1,63	4,05	2,06	4,91	2,25	31	2	15	12	3	1	0	10,72	3	7	s	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	592
TESTA	2,14	1,13	6,98	0,15	5,98	1,44	6,48	1,00	635	969	467	287	180	47	4	11,30	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	523
TETTO	2,57	0,79	6,70	0,70	6,07	1,52	6,64	0,75	72	119	129	97	32	9	2	11,17	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	561
TIMONE	4,39	1,24	5,57	1,68	5,36	1,66	6,25	1,10	18	31	0	0	0	1	3	11,05	3	6	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	560
TIPO	4,32	1,16	5,91	1,57	2,23	1,63	4,18	2,76	164	746	275	152	123	285	2	10,69	2	4	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	552
TIRANNO	5,18	1,37	5,00	1,79	3,73	1,85	4,16	1,61	8	11	0	0	0	2	0	10,98	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	551
TIZIO	4,84	1,29	5,50	1,56	3,07	1,86	4,82	2,45	11	22	0	0	0	8	1	10,65	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	564
TOPO	2,02	0,79	6,82	0,39	6,11	1,40	6,98	0,15	10	33	204	153	51	2	3	10,95	2	4	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	505
TORDO	5,27	1,37	3,93	1,95	3,52	2,10	6,32	1,41	1	3	0	0	0	0	6	10,96	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	523
TORO	2,70	1,07	6,59	1,00	6,11	1,22	6,68	0,83	10	97	70	39	31	2	6	11,37	2	4	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	527
TORRE	3,20	1,07	6,27	1,25	6,20	0,95	6,68	0,64	47	93	68	39	29	3	0	11,17	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	490
TORTA	1,93	0,66	6,84	0,53	6,55	0,79	6,70	0,67	12	55	163	62	101	9	6	11,20	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	516
TOSSE	2,14	0,70	6,52	0,88	5,07	1,87	4,91	1,97	13	16	53	4	49	1	0	11,14	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	509
TOVAGLIA	2,50	1,11	6,57	0,90	6,18	1,21	6,23	1,20	22	17	0	0	0	3	0	10,79	3	8	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	529
TRAGEDIA	5,02	1,25	5,91	1,34	3,75	1,83	4,61	2,40	32	158	29	17	12	17	0	10,73	3	8	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	548
TRAPPOLA	3,89	1,13	6,20	1,19	4,68	1,47	3,75	2,32	24	47	48	33	15	2	0	10,75	3	8	s	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	524
TRAVE	4,84	1,26	5,63	1,38	5,34	1,60	6,41	0,95	5	6	0	0	0	1	0	11,11	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	515
TREGUA	5,48	1,27	5,41	1,69	3,02	1,61	4,48	2,30	31	46	9	4	5	2	0	10,67	2	6	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	535
TRENO	2,55	0,95	6,91	0,29	6,55	0,79	5,30	2,19	187	187	150	74	76	29	2	11,37	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	525
TROMBA	3,16	1,20	6,11	1,19	6,05	1,12	5,89	1,56	20	17	32	27	5	0	0	10,51	2	6	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	509
TRONO	3,52	1,17	5,52	1,56	4,93	1,84	5,59	1,57	24	73	26	16	10	0	4	11,32	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	542
TROTA	3,80	1,13	5,93	1,56	5,68	1,57	6,59	1,04	6	12	13	3	10	0	1	10,99	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	515
TURNO	4,57	1,26	5,86	1,49	2,50	1,75	4,16	2,35	41	233	45	22	23	4	1	10,62	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	503
TUTA	2,98	0,76	6,55	1,00	5,63	1,57	5,16	2,13	3	33	46	15	31	8	2	10,95	2	4	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	527
UFFICIO	3,59	1,15	6,75	0,65	5,36	1,74	6,07	1,34	238	475	87	51	36	109	0	10,14	3	7	p	sonora	vocale	1	0	0	0	0	0	0	0	0	0	0	0	1	517
UOMO	2,34	1,06	6,89	0,62	6,09	1,22	5,98	1,49	1068	2000	1205	677	528	143	4	10,74	2	4	p	sonora	approssimante	1	0	0	0	0	0	0	0	0	0	0	0	1	523
UOVO	2,11	0,69	6,89	0,39	6,39	1,06	6,70	1,02	21	48	181	107	74	3	3	10,59	2	4	p	sonora	approssimante	1	0	0	0	0	0	0	0	0	0	0	0	1	499
URAGANO	4,59	1,06	5,86	1,34	4,73	1,76	3,89	2,05	14	12	12	11	1	0	0	10,76	4	7	p	sonora	vocale	1	0	0	0	0	0	0	0	0	0	0	0	1	510
URNA	5,84	1,22	4,23	1,82	4,80	1,81	5,68	1,57	13	11	0	0	0	2	0	10,60	2	4	p	sonora	vocale	1	0	0	0	0	0	0	0	0	0	0	0	1	493
USIGNOLO	3,98	1,30	4,98	1,87	5,39	1,62	5,43	1,81	11	3	8	7	1	0	0	10,54	4	8	p	sonora	vocale	1	0	0	0	0	0	0	0	0	0	0	0	1	580
VAGONE	3,66	1,10	6,09	1,14	6,02	1,30	5,50	1,84	7	14	16	10	6	0	1	10,75	3	6	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	525
VALANGA	4,34	1,01	6,07	1,15	5,23	1,68	6,16	1,26	7	36	15	9	6	1	0	10,82	3	7	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	516
VALIGIA	2,95	0,83	6,70	0,73	6,20	1,21	6,86	0,41	50	56	32	15	17	3	0	10,87	3	7	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	532
VALVOLA	5,84	1,33	4,66	1,85	4,00	2,01	5,25	1,82	1	19	0	0	0	0	0	10,60	3	7	s	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	541
VANTAGGIO	4,66	1,14	6,05	1,16	2,50	1,59	4,34	2,56	71	203	17	15	2	15	0	10,81	3	9	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	497
VAPORE	3,70	1,09	5,98	1,30	5,05	1,55	6,05	1,48	40	40	55	46	9	27	2	10,98	3	6	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	510
VASCA	2,55	1,02	6,50	0,82	5,73	1,44	6,50	1,17	16	53	42	14	28	0	2	10,86	2	5	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	510
VASO	2,73	0,85	6,73	0,79	6,23	1,22	6,52	1,00	26	54	119	82	37	4	3	10,98	2	4	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	503
VASSOIO	3,59	1,17	6,00	1,41	5,82	1,57	6,25	1,18	13	19	18	16	2	5	0	10,71	3	7	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	540
VEDOVO	4,86	1,36	6,14	1,41	3,86	2,12	5,64	1,79	9	16	0	0	0	1	1	10,60	3	6	s	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	529
VELA	3,48	1,28	6,23	1,05	6,00	1,28	6,77	0,68	44	52	29	25	4	2	5	11,31	2	4	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	517
VELENO	3,48	1,11	6,59	0,76	4,34	2,12	5,11	1,82	35	48	49	17	32	2	0	11,25	3	6	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	497
VELLUTO	3,91	1,24	5,91	1,20	5,41	1,67	6,57	0,73	34	39	16	6	10	0	0	10,86	3	7	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	508
VENDETTA	4,80	1,30	6,14	1,25	2,98	1,82	4,45	2,46	31	95	15	11	4	0	0	11,03	3	8	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	508
VENTO	2,16	0,68	6,75	0,58	5,11	1,94	5,52	1,55	363	309	413	219	194	30	6	11,30	2	5	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	506
VERME	2,59	0,97	6,55	0,90	6,02	1,41	4,64	2,40	9	17	62	28	34	0	4	10,96	2	5	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	519
VERNICE	3,55	1,02	6,34	0,94	5,43	1,65	4,45	2,56	11	25	14	9	5	14	2	10,79	3	7	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	521
VERTIGINE	5,09	1,44	5,18	1,73	3,41	1,94	3,18	1,77	5	7	0	0	0	0	0	10,86	4	9	s	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	521
VESCOVO	4,77	1,24	5,75	1,48	5,02	1,86	5,93	1,25	26	59	6	3	3	3	0	10,79	3	7	s	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	527
VETRO	2,82	0,87	6,66	0,75	5,82	1,67	6,61	0,69	71	145	176	81	95	14	2	10,96	2	5	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	510
VETTA	4,43	1,30	5,86	1,37	5,55	1,44	5,70	1,58	18	36	17	15	2	0	4	11,07	2	5	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	515
VICENDA	5,16	1,03	5,23	1,74	2,59	1,74	3,91	2,28	77	380	41	21	20	20	0	10,83	3	7	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	515
VINO	2,89	1,06	6,84	0,48	6,09	1,48	5,02	2,13	378	233	86	42	44	18	4	11,24	2	4	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	517
VIPERA	3,14	0,82	6,14	0,98	6,07	1,23	4,75	2,51	14	5	14	7	7	1	0	10,83	3	6	s	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	515
VITTIMA	4,80	1,23	5,91	1,38	3,84	1,83	4,93	2,00	55	293	18	12	6	2	0	10,84	3	7	s	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	517
VIZIO	4,55	1,27	6,09	1,20	2,75	1,95	4,57	2,54	38	41	23	5	18	5	1	10,49	2	5	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	509
VOCE	2,25	1,04	6,93	0,33	4,89	2,03	5,89	1,56	702	784	338	237	101	15	3	10,69	2	4	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	493
VOLPE	2,75	1,10	6,45	1,07	5,98	1,42	6,61	0,78	10	19	135	58	77	5	1	10,38	2	5	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	486
VULCANO	3,48	0,95	6,45	0,98	6,09	1,49	6,57	0,93	17	29	31	23	8	0	0	10,34	3	7	p	sonora	fricativa	1	0	0	1	0	0	0	1	0	0	0	0	0	490
ZAMPA	2,57	0,85	6,50	0,79	5,36	1,67	6,70	0,63	9	9	117	34	83	2	1	10,02	2	5	p	sorda	affricata	0	0	0	0	1	0	0	0	0	1	0	0	0	527
ZANZARA	2,36	0,84	6,66	0,81	6,09	1,27	6,70	0,73	3	10	10	9	1	2	0	10,34	3	7	p	sorda	affricata	0	0	0	0	1	0	0	0	0	1	0	0	0	549
ZATTERA	3,91	1,05	5,61	1,38	5,43	1,30	5,77	1,79	3	14	0	0	0	0	0	10,72	3	7	s	sorda	affricata	0	0	0	0	1	0	0	0	0	1	0	0	0	582
ZEBRA	2,70	0,93	6,27	1,15	5,93	1,21	6,77	0,94	2	2	12	5	7	0	0	9,51	2	5	p	sonora	affricata	1	0	0	0	1	0	0	0	0	1	0	0	0	556
ZINGARO	3,93	1,53	6,02	1,27	5,14	1,68	4,55	1,84	6	10	14	7	7	2	0	10,23	3	7	s	sorda	affricata	0	0	0	0	1	0	0	0	0	1	0	0	0	568
ZONA	4,50	1,13	6,27	1,06	3,23	1,70	3,50	1,66	151	574	138	98	40	150	2	10,19	2	4	p	sonora	affricata	1	0	0	0	1	0	0	0	0	1	0	0	0	547
ZUCCHERO	2,07	0,66	6,80	0,67	6,23	1,20	6,91	0,29	51	128	71	37	34	5	0	10,02	3	8	s	sorda	affricata	0	0	0	0	1	0	0	0	0	1	0	0	0	542
ZUFFA	5,23	1,38	4,80	1,80	4,00	1,95	4,43	1,91	1	2	0	0	0	0	2	8,81	2	5	p	sorda	affricata	0	0	0	0	1	0	0	0	0	1	0	0	0	573
ZUPPA	3,07	1,26	6,16	1,16	5,45	1,37	6,68	0,67	4	16	17	13	4	0	0	9,11	2	5	p	sorda	affricata	0	0	0	0	1	0	0	0	0	1	0	0	0	577